Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,People_Tested,Mortality_Rate
Maryland,US,2020-06-14 03:33:28,39.0639,-76.8021,61305,2926,4536.0,53843.0,24.0,1014.029852721282,,10053.0,,84000024.0,USA,6761.158380860383,16.398336187912893,408758.0,4.772857026343692
Massachusetts,US,2020-06-14 03:33:28,42.2302,-71.5301,105395,7576,,97819.0,25.0,1529.125195883121,,10772.0,,84000025.0,USA,10208.134838679069,10.22059870012809,703596.0,7.18819678352863
Michigan,US,2020-06-14 03:33:28,43.3266,-84.5361,65836,6013,44964.0,14859.0,26.0,659.2264212854956,,,,84000026.0,USA,8005.351433388903,,799483.0,9.1333009295826
Minnesota,US,2020-06-14 03:33:28,45.6945,-93.9002,30172,1314,25620.0,3238.0,27.0,534.9994467724135,,3581.0,,84000027.0,USA,7234.37273921419,11.868619912501655,407992.0,4.355031154712979
Mississippi,US,2020-06-14 03:33:28,32.7416,-89.6787,19348,889,13356.0,5103.0,28.0,650.1018598195185,,2644.0,,84000028.0,USA,7186.636152961428,13.665495141616704,213885.0,4.59479015918958
Missouri,US,2020-06-14 03:33:28,38.4561,-92.2884,16218,893,,15347.0,29.0,264.4756076975567,,,,84000029.0,USA,4395.913076291893,,269796.0,5.45219319862001
Montana,US,2020-06-14 03:33:28,46.9219,-110.4544,588,18,510.0,60.0,30.0,55.01610250210989,,77.0,,84000030.0,USA,5427.132669272758,13.095238095238097,58004.0,3.061224489795918
Nebraska,US,2020-06-14 03:33:28,41.1254,-98.2681,16640,215,9610.0,6815.0,31.0,860.2114962303713,,1067.0,,84000031.0,USA,6946.673090682007,6.412259615384615,134377.0,1.2920673076923077
Nevada,US,2020-06-14 03:33:28,38.3135,-117.0554,10997,462,627.0,9908.0,32.0,357.02737134093206,,,,84000032.0,USA,6651.611152162423,,204880.0,4.201145767027371
New Hampshire,US,2020-06-14 03:33:28,43.4525,-71.5639,5299,318,3843.0,1138.0,33.0,389.715167414252,,503.0,,84000033.0,USA,6909.997786294293,9.492357048499716,93956.0,6.001132289111153
New Jersey,US,2020-06-14 03:33:28,40.2989,-74.521,167141,12621,28606.0,125378.0,34.0,1875.7198393639403,,18707.0,,84000034.0,USA,12139.06705440888,11.22835449116173,1078215.0,7.575402899072657
New Mexico,US,2020-06-14 03:33:28,34.8405,-106.2485,9621,431,3983.0,5207.0,35.0,458.8356990484203,,1625.0,,84000035.0,USA,12174.764847300376,16.890136160482278,255284.0,4.479783806257146
New York,US,2020-06-14 03:33:28,42.1657,-74.9481,382630,30795,68584.0,283251.0,36.0,1966.889249736848,,89995.0,,84000036.0,USA,14764.597597324211,23.520110812011605,2872240.0,8.048245040901131
North Carolina,US,2020-06-14 03:33:28,35.6301,-79.8064,42845,1127,23653.0,18065.0,37.0,408.51122092462265,,,,84000037.0,USA,5832.237804350156,,611690.0,2.630411950052515
North Dakota,US,2020-06-14 03:33:28,47.5289,-99.784,3058,74,2630.0,354.0,38.0,401.2796859048214,,197.0,,84000038.0,USA,11268.505712133658,6.442119032047089,85873.0,2.419882275997384
Northern Mariana Islands,US,2020-06-14 03:33:28,15.0979,145.6739,30,2,19.0,9.0,69.0,54.40301755404033,,,,580.0,MNP,14391.411576962137,,7936.0,6.666666666666667
Ohio,US,2020-06-14 03:33:28,40.3888,-82.7649,40851,2366,,38295.0,39.0,349.47942955402897,,6864.0,,84000039.0,USA,4610.260841296593,16.80252625394727,538898.0,6.256884776382463
Oklahoma,US,2020-06-14 03:33:28,35.5653,-96.9289,8073,359,6495.0,1219.0,40.0,204.01969081906336,,1111.0,,84000040.0,USA,6227.9708393111805,13.76192245757463,246439.0,4.446921838226186
Oregon,US,2020-06-14 03:33:28,44.572,-122.0709,5377,173,2396.0,2808.0,41.0,127.48542642654104,,875.0,,84000041.0,USA,3940.240939631845,16.27301469220755,166189.0,3.217407476287893
Pennsylvania,US,2020-06-14 03:33:28,40.5908,-77.2098,82944,6211,58061.0,18672.0,42.0,647.8993225193367,,,,84000042.0,USA,4491.887940225539,,675374.0,7.488184799382716
Puerto Rico,US,2020-06-14 03:33:28,18.2208,-66.5901,5690,146,,5544.0,72.0,193.97233524964815,,,,630.0,PRI,193.97233524964815,,5690.0,2.565905096660809
Rhode Island,US,2020-06-14 03:33:28,41.6809,-71.5118,15947,906,1435.0,13679.0,44.0,1505.34142752093,,1853.0,,84000044.0,USA,18078.634195519757,11.619740390042017,191518.0,5.223553019376685
South Carolina,US,2020-06-14 03:33:28,33.8569,-80.945,17955,599,8682.0,8674.0,45.0,348.72785709208165,,1988.0,,84000045.0,USA,4698.377109313122,11.072124756335285,241906.0,3.3361180729601783
South Dakota,US,2020-06-14 03:33:28,44.2998,-99.4388,5833,75,4828.0,930.0,46.0,659.3500998689891,,531.0,,84000046.0,USA,7292.414365309119,9.103377335847762,64513.0,1.2857877593005314
Tennessee,US,2020-06-14 03:33:28,35.7478,-86.6923,29549,472,19731.0,9346.0,47.0,432.6877598959992,,2073.0,,84000047.0,USA,8805.77943979755,7.015465836407324,601362.0,1.5973467799248706
Texas,US,2020-06-14 03:33:28,31.0545,-97.5635,87192,2057,56535.0,28409.0,48.0,299.7494713128392,,,,84000048.0,USA,4346.544945470014,,1260319.0,2.2677328424322614
Utah,US,2020-06-14 03:33:28,40.15,-111.8624,13981,139,8114.0,5728.0,49.0,436.0942969309018,,1012.0,,84000049.0,USA,8196.676313289194,7.238394964594807,262782.0,0.9942064230026464
Vermont,US,2020-06-14 03:33:28,44.0459,-72.7107,1125,55,908.0,162.0,50.0,180.2916397564701,,,,84000050.0,USA,8002.224398186507,,49933.0,4.888888888888889
Virgin Islands,US,2020-06-14 03:33:28,18.3358,-64.8963,72,6,64.0,2.0,78.0,67.12160196890032,,,,850.0,VIR,2196.367975537905,,2356.0,8.333333333333334
Virginia,US,2020-06-14 03:33:28,37.7693,-78.17,53869,1541,7131.0,45197.0,51.0,631.1156943122029,,8090.0,,84000051.0,USA,5389.162627369232,15.017913827990125,459993.0,2.8606434127234586
Washington,US,2020-06-14 03:33:28,47.4009,-121.4905,25825,1207,,24325.0,53.0,335.3691246876351,,3817.0,,84000053.0,USA,5776.338551309914,14.946354452188896,439862.0,4.749784634662072
West Virginia,US,2020-06-14 03:33:28,38.4912,-80.9545,2274,88,1568.0,618.0,54.0,126.886912736511,,,,84000054.0,USA,7115.320339235565,,127517.0,3.8698328935795954
Wisconsin,US,2020-06-14 03:33:28,44.2685,-89.6165,22518,691,16231.0,5596.0,55.0,386.7454744871303,,3035.0,,84000055.0,USA,7057.4780237955465,13.478106403765876,410917.0,3.068656186162181
Wyoming,US,2020-06-14 03:33:28,42.756,-107.3025,1050,18,833.0,199.0,56.0,181.42266470154243,,93.0,,84000056.0,USA,5711.358268294748,8.857142857142858,33055.0,1.7142857142857142
Alabama,US,2020-06-15 03:33:25,32.3182,-86.9023,26182,773,13508.0,11334.0,1.0,522.4155319450521,,2255.0,,84000001.0,USA,6066.56693557351,8.803435487019325,297455.0,3.017763029474917
Alaska,US,2020-06-15 03:33:25,61.3707,-152.4044,660,12,411.0,237.0,2.0,90.22001380639604,,,,84000002.0,USA,10042.717809567424,,73467.0,1.818181818181818
American Samoa,US,2020-06-15 03:33:25,-14.271,-170.132,0,0,,0.0,60.0,0.0,,,,16.0,ASM,312.7190381193724,,174.0,
Arizona,US,2020-06-15 03:33:25,33.7298,-111.4312,35706,1191,6333.0,28182.0,4.0,490.55348628061785,,3726.0,,84000004.0,USA,4644.293767706589,10.435220971265334,469793.0,3.335573853133927
Arkansas,US,2020-06-15 03:33:25,34.9697,-92.3731,12501,179,8110.0,4212.0,5.0,414.2416141008495,,998.0,,84000005.0,USA,6527.561100720922,7.983361331093512,196989.0,1.431885449164067
California,US,2020-06-15 03:33:25,36.1162,-119.6816,154012,5099,,147201.0,6.0,385.4503453273181,,,,84000006.0,USA,7091.466354601208,,2801996.0,3.3479973736047275
Colorado,US,2020-06-15 03:33:25,39.0598,-105.3111,29130,1598,4178.0,23339.0,8.0,505.57969665565497,,5244.0,,84000008.0,USA,4248.206550881999,18.011334363730036,244643.0,5.488579769878069
Connecticut,US,2020-06-15 03:33:25,41.5978,-72.7554,45088,4201,7611.0,33276.0,9.0,1264.6387233341943,,9912.0,,84000009.0,USA,9791.806381926615,21.98367636621717,349106.0,9.317334989354151
Delaware,US,2020-06-15 03:33:25,39.3185,-75.5071,10264,541,6172.0,3670.0,10.0,1054.0541650749053,,,,84000010.0,USA,8399.05767721953,,81787.0,4.111457521434139
Diamond Princess,US,2020-06-15 03:33:25,,,49,0,,49.0,88888.0,,,,,84088888.0,USA,,,,0.0
District of Columbia,US,2020-06-15 03:33:25,38.8974,-77.0268,9767,515,1150.0,8102.0,11.0,1383.9197788448869,,,,84000011.0,USA,9143.477355263698,,64530.0,5.272857581652503
Florida,US,2020-06-15 03:33:25,27.7663,-81.6868,75568,2931,,72637.0,12.0,351.8433995164388,,12224.0,,84000012.0,USA,6560.351307030159,16.176159220834215,1409015.0,3.87862587338556
Georgia,US,2020-06-15 03:33:25,33.0406,-83.6431,57681,2451,,55230.0,13.0,543.2674199756382,,9248.0,,84000013.0,USA,5846.899007414511,16.033009136457412,620790.0,4.249232849638529
Grand Princess,US,2020-06-15 03:33:25,,,103,3,,100.0,99999.0,,,,,84099999.0,USA,,,,2.912621359223301
Guam,US,2020-06-15 03:33:25,13.4443,144.7937,183,5,168.0,10.0,66.0,111.42977184297536,,,,316.0,GUM,5201.882736910046,,8543.0,2.73224043715847
Hawaii,US,2020-06-15 03:33:25,21.0943,-157.4983,728,17,628.0,83.0,15.0,51.417077249920894,,89.0,,84000015.0,USA,4260.4133707001765,12.225274725274724,60322.0,2.3351648351648358
Idaho,US,2020-06-15 03:33:25,44.2405,-114.4788,3399,87,2837.0,475.0,16.0,190.20013261968649,,266.0,,84000016.0,USA,3524.214284315344,7.825831126802001,62980.0,2.5595763459841128
Illinois,US,2020-06-15 03:33:25,40.3495,-88.9861,132543,6308,,126235.0,17.0,1045.9664794823095,,,,84000017.0,USA,9405.48323717641,,1191846.0,4.759210218570577
Indiana,US,2020-06-15 03:33:25,39.8494,-86.2583,39909,2372,28522.0,8965.0,18.0,592.8060272549066,,6419.0,,84000018.0,USA,5174.980195979959,16.084091307725075,348391.0,6.068806534866822
Iowa,US,2020-06-15 03:33:25,42.0115,-93.2105,23926,652,14383.0,8891.0,19.0,758.334997321771,,,,84000019.0,USA,7119.7786419952645,,224634.0,2.725068962634791
Kansas,US,2020-06-15 03:33:25,38.5266,-96.7265,11101,245,667.0,10189.0,20.0,381.0437185967596,,973.0,,84000020.0,USA,4433.164430610638,8.764976128276732,129152.0,2.2070083776236373
Kentucky,US,2020-06-15 03:33:25,37.6681,-84.6701,12445,499,3409.0,8537.0,21.0,278.55664458880494,,2433.0,,84000021.0,USA,6593.701016166581,19.550020088388912,294585.0,4.009642426677381
Louisiana,US,2020-06-15 03:33:25,31.1695,-91.8678,46619,3014,33904.0,9701.0,22.0,1002.8192258035094,,,,84000022.0,USA,10956.217892210325,,509332.0,6.465175143181964
Maine,US,2020-06-15 03:33:25,44.6939,-69.3819,2793,100,2173.0,520.0,23.0,207.7797252219144,,314.0,,84000023.0,USA,5196.948100448441,11.242391693519512,69858.0,3.5803795202291444
Maryland,US,2020-06-15 03:33:25,39.0639,-76.8021,61701,2939,4541.0,54221.0,24.0,1020.5799843855448,,10165.0,,84000024.0,USA,6869.516745841659,16.47461143255377,415309.0,4.763293949854946
Massachusetts,US,2020-06-15 03:33:25,42.2302,-71.5301,105603,7624,,97979.0,25.0,1532.142967511222,,10802.0,,84000025.0,USA,10340.36546665268,10.228876073596394,712710.0,7.219491870496103
Michigan,US,2020-06-15 03:33:25,43.3266,-84.5361,66054,6016,44964.0,15074.0,26.0,661.4092902301495,,,,84000026.0,USA,8145.68587494544,,813498.0,9.107699760801768
Minnesota,US,2020-06-15 03:33:25,45.6945,-93.9002,30471,1329,26090.0,3052.0,27.0,540.3012111428548,,3610.0,,84000027.0,USA,7406.688947080235,11.847330248432936,417710.0,4.361524072068524
Mississippi,US,2020-06-15 03:33:25,32.7416,-89.6787,19516,891,13356.0,5269.0,28.0,655.7467384865475,,2665.0,,84000028.0,USA,7192.281031628457,13.655462184873947,214053.0,4.565484730477557
Missouri,US,2020-06-15 03:33:25,38.4561,-92.2884,16257,893,,15377.0,29.0,264.9644118024684,,,,84000029.0,USA,4488.67180193397,,275489.0,5.442135038740623
Montana,US,2020-06-15 03:33:25,46.9219,-110.4544,601,19,510.0,72.0,30.0,56.23244490436742,,77.0,,84000030.0,USA,5511.6216838295695,12.81198003327787,58907.0,3.1613976705490847
Nebraska,US,2020-06-15 03:33:25,41.1254,-98.2681,16730,215,9879.0,6636.0,31.0,864.8640824479634,,1070.0,,84000031.0,USA,7036.5197000839535,6.3956963538553495,136115.0,1.2851165570830845
Nevada,US,2020-06-15 03:33:25,38.3135,-117.0554,11201,463,627.0,10111.0,32.0,363.6504125115741,,,,84000032.0,USA,6837.673156814136,,210611.0,4.133559503615748
New Hampshire,US,2020-06-15 03:33:25,43.4525,-71.5639,5318,320,3905.0,1093.0,33.0,391.1125231758808,,513.0,,84000033.0,USA,7091.286310105604,9.64648364046634,96421.0,6.017299736743136
New Jersey,US,2020-06-15 03:33:25,40.2989,-74.521,167425,12659,28714.0,125508.0,34.0,1878.8271811343825,,18737.0,,84000034.0,USA,12357.492915598516,11.227761099226395,1097616.0,7.585644860709128
New Mexico,US,2020-06-15 03:33:25,34.8405,-106.2485,9723,435,4072.0,5216.0,35.0,463.700187282797,,1625.0,,84000035.0,USA,12351.698684060551,16.71294867839144,258994.0,4.473927800061709
New York,US,2020-06-15 03:33:25,42.1657,-74.9481,383324,30825,68761.0,283738.0,36.0,1970.4567199804703,,89995.0,,84000036.0,USA,15085.15073409953,23.477528148511443,2934599.0,8.041500140872996
North Carolina,US,2020-06-15 03:33:25,35.6301,-79.8064,44264,1132,23653.0,19479.0,37.0,422.0408608474151,,,,84000037.0,USA,5979.452491036494,,627130.0,2.5573829748780046
North Dakota,US,2020-06-15 03:33:25,47.5289,-99.784,3080,74,2658.0,348.0,38.0,404.166590119964,,197.0,,84000038.0,USA,11400.647191435868,6.396103896103896,86880.0,2.4025974025974026
Northern Mariana Islands,US,2020-06-15 03:33:25,15.0979,145.6739,30,2,19.0,9.0,69.0,54.40301755404033,,,,580.0,MNP,14813.941679965184,,8169.0,6.666666666666667
Ohio,US,2020-06-15 03:33:25,40.3888,-82.7649,41148,2383,,38589.0,39.0,352.02025818925324,,6895.0,,84000039.0,USA,4672.900394384512,16.75658598230777,546220.0,6.219014289880431
Oklahoma,US,2020-06-15 03:33:25,35.5653,-96.9289,8231,359,6578.0,1294.0,40.0,208.0126440148285,,1116.0,,84000040.0,USA,6338.6362952874815,13.558498359859067,250818.0,4.361559956262909
Oregon,US,2020-06-15 03:33:25,44.572,-122.0709,5377,173,2396.0,2808.0,41.0,127.48542642654104,,875.0,,84000041.0,USA,3940.240939631845,16.27301469220755,166189.0,3.217407476287893
Pennsylvania,US,2020-06-15 03:33:25,40.5908,-77.2098,83203,6215,58310.0,18678.0,42.0,649.9224456449697,,,,84000042.0,USA,4555.799883908665,,685891.0,7.469682583560689
Puerto Rico,US,2020-06-15 03:33:25,18.2208,-66.5901,5811,147,,5664.0,72.0,198.09723025232088,,,,630.0,PRI,198.09723025232088,,5811.0,2.5296850800206503
Rhode Island,US,2020-06-15 03:33:25,41.6809,-71.5118,15947,909,1435.0,13679.0,44.0,1505.34142752093,,1853.0,,84000044.0,USA,18078.634195519757,11.619740390042017,191518.0,5.223553019376685
South Carolina,US,2020-06-15 03:33:25,33.8569,-80.945,18795,600,8682.0,9513.0,45.0,365.0426106402492,,1988.0,,84000045.0,USA,4823.262663259214,10.577281191806332,248336.0,3.192338387869114
South Dakota,US,2020-06-15 03:33:25,44.2998,-99.4388,5898,75,4899.0,924.0,46.0,666.6975636940335,,539.0,,84000046.0,USA,7383.52291673967,9.138691081722618,65319.0,1.2716174974567651
Tennessee,US,2020-06-15 03:33:25,35.7478,-86.6923,30343,474,19896.0,9973.0,47.0,444.3143489974044,,2087.0,,84000047.0,USA,9008.70295587724,6.878027881224664,615220.0,1.5621395379494447
Texas,US,2020-06-15 03:33:25,31.0545,-97.5635,88779,2074,58341.0,28198.0,48.0,305.2950865676404,,,,84000048.0,USA,4469.541725598888,,1295983.0,2.241225444234832
Utah,US,2020-06-15 03:33:25,40.15,-111.8624,14313,139,8252.0,5922.0,49.0,446.4500158766896,,1028.0,,84000049.0,USA,8350.483693173772,7.182281841682387,267713.0,0.971145112834486
Vermont,US,2020-06-15 03:33:25,44.0459,-72.7107,1127,55,909.0,163.0,50.0,180.61215822714823,,,,84000050.0,USA,8170.336336057206,,50982.0,4.880212954747116
Virgin Islands,US,2020-06-15 03:33:25,18.3358,-64.8963,72,6,64.0,2.0,78.0,67.12160196890032,,,,850.0,VIR,2215.945109445501,,2377.0,8.333333333333334
Virginia,US,2020-06-15 03:33:25,37.7693,-78.17,54506,1546,7178.0,45782.0,51.0,638.5786265603767,,8136.0,,84000051.0,USA,5494.686380523551,14.92679704986607,469000.0,2.836384985139251
Washington,US,2020-06-15 03:33:25,47.4009,-121.4905,26158,1209,,24617.0,53.0,339.25624430967054,,3845.0,,84000053.0,USA,5911.389693853873,14.883486877757994,450146.0,4.710846171711697
West Virginia,US,2020-06-15 03:33:25,38.4912,-80.9545,2290,88,1571.0,631.0,54.0,127.77969664318832,,,,84000054.0,USA,7320.772235759679,,131199.0,3.842794759825328
Wisconsin,US,2020-06-15 03:33:25,44.2685,-89.6165,22758,692,16558.0,5508.0,55.0,390.8674619583494,,3049.0,,84000055.0,USA,7215.607768160188,13.397486598119343,420124.0,3.040688988487565
Wyoming,US,2020-06-15 03:33:25,42.756,-107.3025,1060,18,834.0,208.0,56.0,183.1504996034619,,93.0,,84000056.0,USA,5713.086103196667,8.773584905660377,33065.0,1.69811320754717
Alabama,US,2020-06-16 04:33:22,32.3182,-86.9023,26485,774,13508.0,11990.0,1.0,535.8149855655049,,2259.0,,84000001.0,USA,6173.007952993819,8.598507917174178,302674.0,2.946102314250913
Alaska,US,2020-06-16 04:33:22,61.3707,-152.4044,663,12,417.0,234.0,2.0,90.63010477824332,,,,84000002.0,USA,10175.313890464702,,74437.0,1.8099547511312215
American Samoa,US,2020-06-16 04:33:22,-14.271,-170.132,0,0,,0.0,60.0,0.0,,,,16.0,ASM,312.7190381193724,,174.0,
Arizona,US,2020-06-16 04:33:22,33.7298,-111.4312,36844,1203,6462.0,29179.0,4.0,506.18810980012,,3750.0,,84000004.0,USA,4743.377163860059,10.178047986103572,476074.0,3.265117793942026
Arkansas,US,2020-06-16 04:33:22,34.9697,-92.3731,12917,182,8352.0,4383.0,5.0,428.0264722294755,,1003.0,,84000005.0,USA,6764.455213128487,7.764960904234729,204138.0,1.4089958968800804
California,US,2020-06-16 04:33:22,36.1162,-119.6816,157620,5114,,150612.0,6.0,394.1210799503738,,,,84000006.0,USA,7258.974014193026,,2868182.0,3.2839731322964694
Colorado,US,2020-06-16 04:33:22,39.0598,-105.3111,29299,1605,4196.0,23483.0,8.0,508.5143684308501,,5244.0,,84000008.0,USA,4325.3415332809145,17.907389700860538,249085.0,5.480808632700451
Connecticut,US,2020-06-16 04:33:22,41.5978,-72.7554,45235,4204,7611.0,33420.0,9.0,1268.7618135650791,,9912.0,,84000009.0,USA,9995.745083074658,21.91223610036476,356377.0,9.29368851553001
Delaware,US,2020-06-16 04:33:22,39.3185,-75.5071,10340,543,6172.0,3745.0,10.0,1061.858930911391,,,,84000010.0,USA,8696.768416166546,,84686.0,4.090909090909091
Diamond Princess,US,2020-06-16 04:33:22,,,49,0,,49.0,88888.0,,,,,84088888.0,USA,,,,0.0
District of Columbia,US,2020-06-16 04:33:22,38.8974,-77.0268,9799,515,1155.0,8129.0,11.0,1388.4539687622653,,,,84000011.0,USA,9329.945915615892,,65846.0,5.255638330441882
Florida,US,2020-06-16 04:33:22,27.7663,-81.6868,77326,2938,,74388.0,12.0,360.02861940250034,,12298.0,,84000012.0,USA,6658.913832495481,15.904094353774926,1430184.0,3.799498228280268
Georgia,US,2020-06-16 04:33:22,33.0406,-83.6431,58414,2494,,55920.0,13.0,550.1711667699403,,9322.0,,84000013.0,USA,5938.314786930878,15.95850309857226,630496.0,4.269524429075222
Grand Princess,US,2020-06-16 04:33:22,,,103,3,,100.0,99999.0,,,,,84099999.0,USA,,,,2.912621359223301
Guam,US,2020-06-16 04:33:22,13.4443,144.7937,185,5,169.0,11.0,66.0,112.64758355710624,,,,316.0,GUM,5332.797496179116,,8758.0,2.702702702702702
Hawaii,US,2020-06-16 04:33:22,21.0943,-157.4983,736,17,629.0,90.0,15.0,51.9821000768431,,91.0,,84000015.0,USA,4341.776657776974,12.36413043478261,61474.0,2.3097826086956523
Idaho,US,2020-06-16 04:33:22,44.2405,-114.4788,3399,87,2837.0,475.0,16.0,190.20013261968649,,266.0,,84000016.0,USA,3524.214284315344,7.825831126802001,62980.0,2.5595763459841128
Illinois,US,2020-06-16 04:33:22,40.3495,-88.9861,133016,6326,,126690.0,17.0,1049.699171097824,,,,84000017.0,USA,9552.478684792028,,1210473.0,4.755818848860288
Indiana,US,2020-06-16 04:33:22,39.8494,-86.2583,40430,2386,28744.0,9253.0,18.0,600.5449317676682,,6451.0,,84000018.0,USA,5285.463827008599,15.955973287162998,355829.0,6.017808558001484
Iowa,US,2020-06-16 04:33:22,42.0115,-93.2105,24082,658,14625.0,8799.0,19.0,763.2794201079532,,,,84000019.0,USA,7207.066721182097,,227388.0,2.7323312017274315
Kansas,US,2020-06-16 04:33:22,38.5266,-96.7265,11319,246,676.0,10397.0,20.0,388.52660578296747,,988.0,,84000020.0,USA,4701.244012832121,8.728686279706688,136962.0,2.1733368672144184
Kentucky,US,2020-06-16 04:33:22,37.6681,-84.6701,12647,505,3416.0,8726.0,21.0,283.0780139907285,,2433.0,,84000021.0,USA,6622.037915487548,19.23776389657626,295851.0,3.993041828101526
Louisiana,US,2020-06-16 04:33:22,31.1695,-91.8678,47172,3018,37017.0,7137.0,22.0,1014.7147840923903,,,,84000022.0,USA,11158.270295478784,,518725.0,6.397863139150344
Maine,US,2020-06-16 04:33:22,44.6939,-69.3819,2810,101,2189.0,520.0,23.0,209.04440668585016,,317.0,,84000023.0,USA,5279.747539822588,11.281138790035588,70971.0,3.5943060498220643
Maryland,US,2020-06-16 04:33:22,39.0639,-76.8021,62032,2947,4567.0,54518.0,24.0,1026.054968175623,,10222.0,,84000024.0,USA,6965.436476955446,16.478591694609236,421108.0,4.75077379417075
Massachusetts,US,2020-06-16 04:33:22,42.2302,-71.5301,105690,7647,,98043.0,25.0,1533.4052085287449,,10817.0,,84000025.0,USA,10405.958474011546,10.234648500331158,717231.0,7.235310814646608
Michigan,US,2020-06-16 04:33:22,43.3266,-84.5361,66085,6018,44964.0,15103.0,26.0,661.7196981993434,,,,84000026.0,USA,8251.214571311075,,824037.0,9.10645380948778
Minnesota,US,2020-06-16 04:33:22,45.6945,-93.9002,30693,1335,26609.0,2749.0,27.0,544.2376382005067,,3630.0,,84000027.0,USA,7499.106324667992,11.826800899227838,422922.0,4.349525950542469
Mississippi,US,2020-06-16 04:33:22,32.7416,-89.6787,19799,895,15323.0,3581.0,28.0,665.2556710030311,,2680.0,,84000028.0,USA,7745.008734441723,13.536037173594623,230503.0,4.520430324763877
Missouri,US,2020-06-16 04:33:22,38.4561,-92.2884,16607,896,,15724.0,29.0,270.65083288960784,,,,84000029.0,USA,4561.210331102866,,279941.0,5.339835049063874
Montana,US,2020-06-16 04:33:22,46.9219,-110.4544,609,19,510.0,80.0,30.0,56.98096330575667,,78.0,,84000030.0,USA,5701.558228182092,12.807881773399014,60937.0,3.1198686371100166
Nebraska,US,2020-06-16 04:33:22,41.1254,-98.2681,16851,220,10121.0,6510.0,31.0,871.119226140504,,1075.0,,84000031.0,USA,7121.300160048966,6.379443356477361,137755.0,1.3055605008604831
Nevada,US,2020-06-16 04:33:22,38.3135,-117.0554,11315,465,636.0,10214.0,32.0,367.35152375399167,,,,84000032.0,USA,7026.722023170255,,216434.0,4.109589041095891
New Hampshire,US,2020-06-16 04:33:22,43.4525,-71.5639,5345,320,4041.0,984.0,33.0,393.0982392581953,,519.0,,84000033.0,USA,7271.618748395799,9.71000935453695,98873.0,5.9869036482694105
New Jersey,US,2020-06-16 04:33:22,40.2989,-74.521,167669,12708,28819.0,125576.0,34.0,1881.3265647323465,,18755.0,,84000034.0,USA,12565.403352101228,11.223616571814988,1116083.0,7.604890396940809
New Mexico,US,2020-06-16 04:33:22,34.8405,-106.2485,9845,440,4114.0,5291.0,35.0,469.5184967396006,,1625.0,,84000035.0,USA,12574.463630558334,16.505840528186898,263665.0,4.46927374301676
New York,US,2020-06-16 04:33:22,42.1657,-74.9481,383944,30856,68851.0,284237.0,36.0,1973.643797143361,,89995.0,,84000036.0,USA,15376.15658130663,23.439616194028297,2991210.0,8.036588669180922
North Carolina,US,2020-06-16 04:33:22,35.6301,-79.8064,45114,1140,29219.0,14755.0,37.0,430.14529631913706,,,,84000037.0,USA,6087.661006528933,,638479.0,2.526931772842133
North Dakota,US,2020-06-16 04:33:22,47.5289,-99.784,3101,74,2683.0,344.0,38.0,406.92227141623647,,197.0,,84000038.0,USA,11518.222926743494,6.3527894227668495,87776.0,2.386326991293131
Northern Mariana Islands,US,2020-06-16 04:33:22,15.0979,145.6739,30,2,19.0,9.0,69.0,54.40301755404033,,,,580.0,MNP,14813.941679965184,,8169.0,6.666666666666667
Ohio,US,2020-06-16 04:33:22,40.3888,-82.7649,41576,2397,,39001.0,39.0,355.6817890171185,,6948.0,,84000039.0,USA,4766.560299766449,16.711564364056187,557168.0,6.19347700596498
Oklahoma,US,2020-06-16 04:33:22,35.5653,-96.9289,8417,359,6628.0,1430.0,40.0,212.71320916933684,,1117.0,,84000040.0,USA,6343.336860441989,13.27076155399786,251004.0,4.26517761672805
Oregon,US,2020-06-16 04:33:22,44.572,-122.0709,5820,180,2396.0,3244.0,41.0,137.9886891951774,,875.0,,84000041.0,USA,4122.63732897523,15.034364261168385,173882.0,3.0927835051546397
Pennsylvania,US,2020-06-16 04:33:22,40.5908,-77.2098,83589,6243,58549.0,18797.0,42.0,652.9376021179208,,,,84000042.0,USA,4632.32705480375,,698168.0,7.468686071133762
Puerto Rico,US,2020-06-16 04:33:22,18.2208,-66.5901,5890,147,,5743.0,72.0,200.79034351852863,,,,630.0,PRI,200.79034351852863,,5890.0,2.495755517826825
Rhode Island,US,2020-06-16 04:33:22,41.6809,-71.5118,16093,914,1474.0,13768.0,44.0,1519.1233205677763,,1882.0,,84000044.0,USA,18921.31199845945,11.694525570123655,200445.0,5.288013421984714
South Carolina,US,2020-06-16 04:33:22,33.8569,-80.945,19378,602,8682.0,10094.0,45.0,376.3658264957036,,1988.0,,84000045.0,USA,4963.511276796497,10.25905666219424,255557.0,3.1066157498193827
South Dakota,US,2020-06-16 04:33:22,44.2998,-99.4388,5928,75,4961.0,892.0,46.0,670.0887008440541,,544.0,,84000046.0,USA,7505.151702520407,9.176788124156545,66395.0,1.2651821862348178
Tennessee,US,2020-06-16 04:33:22,35.7478,-86.6923,31004,482,20062.0,10460.0,47.0,453.9934112090276,,2106.0,,84000047.0,USA,9224.805225346432,6.792671913301509,629978.0,1.554638111211457
